0.005,12.3
0.01,9.6
0.015,8.6
0.02,8.4
0.025,8.6
0.03,8.7
0.035,8.0
0.04,8.3
0.045,10.4
0.05,9.3
0.055,8.7
0.06,9.8
0.065,8.4
0.07,10.5
0.075,8.8
0.08,10.7
0.085,10.1
0.09,11.6
0.095,10.7
0.1,11.1
